11,1,5
11,0,5
12,11,2
12,10,2
12,9,2
12,8,2
12,7,2
12,6,2
12,5,5
12,4,5
12,3,5
12,2,5
12,1,5
12,0,5
13,10,2
13,9,2
13,8,2
13,7,2
13,6,2
13,5,5
13,4,5
13,3,5
13,2,5
13,1,5
13,0,5
14,11,1
14,10,2
14,9,2
14,8,2
14,7,2
14,6,5
14,5,5
14,4,5
14,3,5
14,2,5
14,1,5
14,0,5
15,11,1
15,10,2
15,9,2
15,8,2
15,7,2
15,6,5
15,5,5
15,4,5
15,3,5
15,2,5
15,1,5
15,0,5
16,12,1
16,11,2
16,10,2
16,9,2
16,8,2
16,7,2
16,6,2
16,5,5
16,4,5
16,3,5
16,2,5
16,1,5
16,0,5
17,13,1
17,12,2
17,11,2
17,10,2
17,9,2
17,8,2
17,7,2
17,6,5
17,5,5
17,4,5
17,3,5
17,2,5
17,1,5
17,0,5
18,12,1
18,11,2
18,10,2
18,9,2
18,8,2
18,7,5
18,6,5
18,5,5
18,4,5
18,3,5
18,2,5
18,1,5
18,0,5
19,11,1
19,10,2
19,9,2
19,8,2
19,7,2
19,6,5
19,5,5
19,4,5
19,3,5
19,2,5
19,1,5
19,0,5
20,12,1
20,11,2
20,10,2
20,9,2
20,8,2
20,7,5
20,6,5
20,5,5
20,4,5
20,3,5
20,2,5
20,1,5
20,0,5
21,13,1
21,12,2
21,11,2
21,10,2
21,9,2
21,8,2
21,7,5
21,6,5
21,5,5
21,4,5
21,3,5
21,2,5
21,1,5
21,0,5
22,13,1
22,12,2
22,11,2
22,10,2
22,9,2
22,8,5
22,7,5
22,6,5
22,5,5
22,4,5
22,3,5
22,2,5
22,1,5
22,0,5
23,14,1
23,13,2
23,12,2
23,11,2
23,10,2
23,9,5
23,8,5
23,7,5
23,6,5
23,5,5
23,4,5
23,3,5
23,2,5
23,1,5
23,0,5
24,14,1
24,13,2
24,12,2
24,11,2
24,10,2
24,9,5
24,8,5
24,7,5
24,6,5
24,5,5
24,4,5
24,3,5
24,2,5
24,1,5
24,0,5
25,13,1
25,12,2
25,11,2
25,10,2
25,9,2
25,8,5
25,7,5
25,6,5
25,5,5
25,4,5
25,3,5
25,2,5
25,1,5
25,0,5
26,12,1
26,11,2
26,10,2
26,9,2
26,8,2
26,7,5
26,6,5
26,5,5
26,4,5
26,3,5
26,2,5
26,1,5
26,0,5
27,13,1
27,12,2
27,11,2
27,10,2
27,9,2
27,8,5
27,7,5
27,6,5
27,5,5
27,4,5
27,3,5
27,2,5
27,1,5
27,0,5
28,14,1
28,13,2
28,12,2
28,11,2
28,10,2
28,9,2
28,8,2
28,7,5
28,6,5
28,5,5
28,4,5
28,3,5
28,2,5
28,1,5
28,0,5
29,14,1
29,13,2
29,12,2
29,11,2
29,10,2
29,9,2
29,8,2
29,7,5
29,6,5
29,5,5
29,4,5
29,3,5
29,2,5
29,1,5
29,0,5
30,14,1
30,13,2
30,12,2
30,11,2
30,10,2
30,9,2
30,8,5
30,7,5
30,6,5
30,5,5
30,4,5
30,3,5
30,2,5
30,1,5
30,0,5
31,13,1
31,12,2
31,11,2
31,10,2
31,9,2
31,8,2
31,7,5
31,6,5
31,5,5
31,4,5
31,3,5
31,2,5
31,1,5
31,0,5
32,12,1
32,11,2
32,10,2
32,9,2
32,8,2
32,7,5
32,6,5
32,5,5
32,4,5
32,3,5
32,2,5
32,1,5
32,0,5
33,12,1
33,11,2
33,10,2
33,9,2
33,8,2
33,7,2
33,6,5
33,5,5
33,4,5
33,3,5
33,2,5
33,1,5
33,0,5
34,13,1
34,12,2
34,11,2
34,10,2
34,9,2
34,8,2
34,7,5
34,6,5
34,5,5
34,4,5
34,3,5
34,2,5
34,1,5
34,0,5
35,12,1
35,11,2
35,10,2
35,9,2
35,8,2
35,7,2
35,6,5
35,5,5
35,4,5
35,3,5
35,2,5
35,1,5
35,0,5
36,13,1
36,12,2
36,11,2
36,10,2
36,9,2
36,8,2
36,7,2
36,6,5
36,5,5
36,4,5
36,3,5
36,2,5
36,1,5
36,0,5
37,14,1
37,13,2
37,12,2
37,11,2
37,10,2
37,9,2
37,8,2
37,7,5
37,6,5
37,5,5
37,4,5
37,3,5
37,2,5
37,1,5
37,0,5
38,13,1
38,12,2
38,11,2
38,10,2
38,9,2
38,8,2
38,7,5
38,6,5
38,5,5
38,4,5
38,3,5
38,2,5
38,1,5
38,0,5
39,13,1
39,12,2
39,11,2
39,10,2
39,9,2
39,8,2
39,7,5
39,6,5
39,5,5
39,4,5
39,3,5
39,2,5
39,1,5
39,0,5
40,12,1
40,11,2
40,10,2
40,9,2
40,8,2
40,7,5
40,6,5
40,5,5
40,4,5
40,3,5
40,2,5
40,1,5
40,0,5
41,12,1
41,11,2
41,10,2
41,9,2
41,8,2
41,7,2
41,6,5
41,5,5
41,4,5
41,3,5
41,2,5
41,1,5
41,0,5
42,13,1
42,12,2
42,11,2
42,10,2
42,9,2
42,8,2
42,7,2
42,6,5
42,5,5
42,4,5
42,3,5
42,2,5
42,1,5
42,0,5
43,13,1
43,12,2
43,11,2
43,10,2
43,9,2
43,8,2
43,7,2
43,6,5
43,5,5
43,4,5
43,3,5
43,2,5
43,1,5
43,0,5
44,12,1
44,11,2
44,10,2
44,9,2
44,8,2
44,7,2
44,6,5
44,5,5
44,4,5
44,3,5
44,2,5
44,1,5
44,0,5
45,11,1
45,10,2
45,9,2
45,8,2
45,7,2
45,6,5
45,5,5
45,4,5
45,3,5
45,2,5
45,1,5
45,0,5
46,10,1
46,9,2
46,8,2
46,7,2
46,6,2
46,5,5
46,4,5
46,3,5
46,2,5
46,1,5
46,0,5
47,9,1
47,8,2
47,7,2
47,6,2
47,5,2
47,4,5
47,3,5
47,2,5
47,1,5
47,0,5
48,10,1
48,9,2
48,8,2
48,7,2
48,6,2
48,5,2
48,4,2
48,3,5
48,2,5
48,1,5
48,0,5
49,9,1
49,8,2
49,7,2
49,6,2
49,5,2
49,4,2
49,3,2
49,2,5
49,1,5
49,0,5
50,10,1
50,9,2
50,8,2
50,7,2
50,6,2
50,5,2
50,4,2
50,3,5
50,2,5
50,1,5
50,0,5
51,10,3
51,11,3
51,12,3
51,13,3
51,14,3
51,15,3
51,16,3
51,17,3
47,18,4
48,18,4
49,18,4
50,18,4
51,18,4
52,18,4
53,18,4
54,18,4
55,18,4
47,19,4
48,19,4
49,19,4
50,19,4
51,19,4
52,19,4
53,19,4
54,19,4
55,19,4
48,20,4
49,20,4
50,20,4
51,20,4
52,20,4
53,20,4
54,20,4
48,21,4
49,21,4
50,21,4
51,21,4
52,21,4
53,21,4
54,21,4
49,22,4
50,22,4
51,22,4
52,22,4
53,22,4
49,23,4
50,23,4
51,23,4
52,23,4
53,23,4
50,24,4
51,24,4
52,24,4
50,25,4
51,25,4
52,25,4
51,9,2
51,8,2
51,7,2
51,6,2
51,5,2
51,4,2
51,3,2
51,2,5
51,1,5
51,0,5
52,9,1
52,8,2
52,7,2
52,6,2
52,5,2
52,4,2
52,3,5
52,2,5
52,1,5
52,0,5
53,10,1
53,9,2
53,8,2
53,7,2
53,6,2
53,5,2
53,4,2
53,3,5
53,2,5
53,1,5
53,0,5
54,11,1
54,10,2
54,9,2
54,8,2
54,7,2
54,6,2
54,5,2
54,4,5
54,3,5
54,2,5
54,1,5
54,0,5
55,11,1
55,10,2
55,9,2
55,8,2
55,7,2
55,6,2
55,5,2
55,4,5
55,3,5
55,2,5
55,1,5
55,0,5
56,10,1
56,9,2
56,8,2
56,7,2
56,6,2
56,5,2
56,4,5
56,3,5
56,2,5
56,1,5
56,0,5
57,12,3
57,13,3
57,14,3
57,15,3
57,16,3
57,17,3
54,18,4
55,18,4
56,18,4
57,18,4
58,18,4
59,18,4
60,18,4
54,19,4
55,19,4
56,19,4
57,19,4
58,19,4
59,19,4
60,19,4
55,20,4
56,20,4
57,20,4
58,20,4
59,20,4
55,21,4
56,21,4
57,21,4
58,21,4
59,21,4
56,22,4
57,22,4
58,22,4
56,23,4
57,23,4
58,23,4
57,11,2
57,10,2
57,9,2
57,8,2
57,7,2
57,6,2
57,5,5
57,4,5
57,3,5
57,2,5
57,1,5
57,0,5
58,12,1
58,11,2
58,10,2
58,9,2
58,8,2
58,7,2
58,6,5
58,5,5
58,4,5
58,3,5
58,2,5
58,1,5
58,0,5
59,12,1
59,11,2
59,10,2
59,9,2
59,8,2
59,7,2
59,6,5
59,5,5
59,4,5
59,3,5
59,2,5
59,1,5
59,0,5
60,13,1
60,12,2
60,11,2
60,10,2
60,9,2
60,8,2
60,7,5
60,6,5
60,5,5
60,4,5
60,3,5
60,2,5
60,1,5
60,0,5
61,14,3
61,15,3
61,16,3
60,17,4
61,17,4
62,17,4
60,18,4
61,18,4
62,18,4
61,19,4
61,13,2
61,12,2
61,11,2
61,10,2
61,9,2
61,8,2
61,7,2
61,6,5
61,5,5
61,4,5
61,3,5
61,2,5
61,1,5
61,0,5
62,13,1
62,12,2
62,11,2
62,10,2
62,9,2
62,8,2
62,7,2
62,6,5
62,5,5
62,4,5
62,3,5
62,2,5
62,1,5
62,0,5
63,12,1
63,11,2
63,10,2
63,9,2
63,8,2
63,7,5
63,6,5
63,5,5
63,4,5
63,3,5
63,2,5
63,1,5
63,0,5
64,12,1
64,11,2
64,10,2
64,9,2
64,8,2
64,7,5
64,6,5
64,5,5
64,4,5
64,3,5
64,2,5
64,1,5
64,0,5
65,12,1
65,11,2
65,10,2
65,9,2
65,8,2
65,7,2
65,6,5
65,5,5
65,4,5
65,3,5
65,2,5
65,1,5
65,0,5
66,12,3
66,13,3
66,14,3
66,15,3
64,16,4
65,16,4
66,16,4
67,16,4
68,16,4
64,17,4
65,17,4
66,17,4
67,17,4
68,17,4
65,18,4
66,18,4
67,18,4
65,19,4
66,19,4
67,19,4
66,11,2
66,10,2
66,9,2
66,8,2
66,7,2
66,6,5
66,5,5
66,4,5
66,3,5
66,2,5
66,1,5
66,0,5
67,12,1
67,11,2
67,10,2
67,9,2
67,8,2
67,7,5
67,6,5
67,5,5
67,4,5
67,3,5
67,2,5
67,1,5
67,0,5
68,12,1
68,11,2
68,10,2
68,9,2
68,8,2
68,7,2
68,6,5
68,5,5
68,4,5
68,3,5
68,2,5
68,1,5
68,0,5
69,13,1
69,12,2
69,11,2
69,10,2
69,9,2
69,8,2
69,7,5
69,6,5
69,5,5
69,4,5
69,3,5
69,2,5
69,1,5
69,0,5
0,0,0
